Year,Month,est_PDO,real_PDO
1979,Jan,0.001083053,-0.58
1979,Feb,-0.653826613,-1.33
1979,Mar,-0.129365184,0.3
1979,Apr,0.210269065,0.89
1979,May,0.747545254,1.09
1979,Jun,0.375956492,0.17
1979,Jul,0.478058487,0.84
1979,Aug,0.569188747,0.52
1979,Sep,1.22472437,1
1979,Oct,1.36148398,1.06
1979,Nov,0.897683075,0.48
1979,Dec,0.311885465,-0.42
1980,Jan,0.12151714,-0.11
1980,Feb,0.546612443,1.32
1980,Mar,0.701258162,1.09
1980,Apr,0.877865265,1.49
1980,May,0.766288387,1.2
1980,Jun,-0.459863969,-0.22
1980,Jul,-0.099521187,0.23
1980,Aug,0.028803765,0.51
1980,Sep,-0.067156516,0.1
1980,Oct,1.135768608,1.35
1980,Nov,0.846231048,0.37
1980,Dec,0.429754488,-0.1
1981,Jan,0.897334332,0.59
1981,Feb,1.108112714,1.46
1981,Mar,1.305916885,0.99
1981,Apr,1.358312975,1.45
1981,May,1.484319887,1.75
1981,Jun,2.01134311,1.69
1981,Jul,1.175620539,0.84
1981,Aug,0.538809779,0.18
1981,Sep,0.818136705,0.42
1981,Oct,0.161921066,0.18
1981,Nov,0.535468841,0.8
1981,Dec,0.589908779,0.67
1982,Jan,0.130174158,0.34
1982,Feb,-0.026837174,0.2
1982,Mar,-0.07296768,0.19
1982,Apr,-0.530386188,-0.19
1982,May,-0.844893768,-0.58
1982,Jun,-0.771109563,-0.78
1982,Jul,0.063864093,0.58
1982,Aug,0.010736738,0.39
1982,Sep,0.490104683,0.84
1982,Oct,0.270336712,0.37
1982,Nov,-0.472467301,-0.25
1982,Dec,0.171315644,0.26
1983,Jan,0.367059368,0.56
1983,Feb,0.965746227,1.14
1983,Mar,1.726805145,2.11
1983,Apr,1.479049664,1.87
1983,May,1.260343995,1.8
1983,Jun,1.85960312,2.36
1983,Jul,2.417309406,3.51
1983,Aug,1.359180867,1.85
1983,Sep,0.663377193,0.91
1983,Oct,0.721549678,0.96
1983,Nov,1.114987324,1.02
1983,Dec,1.53315187,1.69
1984,Jan,1.179205555,1.5
1984,Feb,1.032827729,1.21
1984,Mar,1.352265298,1.77
1984,Apr,0.971184618,1.52
1984,May,1.068234741,1.3
1984,Jun,0.326252946,0.18
1984,Jul,0.300117591,-0.18
1984,Aug,0.597407188,-0.03
1984,Sep,0.450592992,0.67
1984,Oct,0.665687495,0.58
1984,Nov,0.670067792,0.71
1984,Dec,0.596809833,0.82
1985,Jan,0.831424507,1.27
1985,Feb,0.623462417,0.94
1985,Mar,0.036562105,0.57
1985,Apr,-0.174560951,0.19
1985,May,-0.442947436,0
1985,Jun,0.062977506,0.18
1985,Jul,0.451733975,1.07
1985,Aug,0.368483414,0.81
1985,Sep,0.237879488,0.44
1985,Oct,0.119355631,0.29
1985,Nov,-0.689488856,-0.75
1985,Dec,0.226726981,0.38
1986,Jan,0.939671262,1.12
1986,Feb,1.421695893,1.61
1986,Mar,1.477275121,2.18
1986,Apr,1.166657833,1.55
1986,May,0.812281725,1.16
1986,Jun,0.653396706,0.89
1986,Jul,1.004512533,1.38
1986,Aug,0.168474993,0.22
1986,Sep,0.339743962,0.22
1986,Oct,1.031251538,1
1986,Nov,1.660146831,1.77
1986,Dec,1.647193825,1.77
1987,Jan,1.446909228,1.88
1987,Feb,1.59640346,1.75
1987,Mar,1.580931046,2.1
1987,Apr,1.62132465,2.16
1987,May,1.154137705,1.85
1987,Jun,0.329989611,0.73
1987,Jul,1.471564369,2.01
1987,Aug,1.854506234,2.83
1987,Sep,1.569158243,2.44
1987,Oct,0.923842947,1.36
1987,Nov,1.100847522,1.47
1987,Dec,1.044928649,1.27
1988,Jan,0.707728259,0.93
1988,Feb,0.954198059,1.24
1988,Mar,0.915998349,1.42
1988,Apr,0.762406077,0.94
1988,May,0.736157766,1.2
1988,Jun,0.504998304,0.74
1988,Jul,0.310360185,0.64
1988,Aug,-0.305710602,0.19
1988,Sep,-0.356124579,-0.37
1988,Oct,0.162864951,-0.1
1988,Nov,0.1460417,-0.02
1988,Dec,-0.069159492,-0.43
1989,Jan,-0.801138201,-0.95
1989,Feb,-0.988455127,-1.02
1989,Mar,-0.768373024,-0.83
1989,Apr,0.110039482,-0.32
1989,May,0.13058117,0.47
1989,Jun,0.163932575,0.36
1989,Jul,0.608077833,0.83
1989,Aug,0.078504868,0.09
1989,Sep,-0.032095716,0.05
1989,Oct,-0.19487621,-0.12
1989,Nov,-0.585750486,-0.5
1989,Dec,-0.070679191,-0.21
1990,Jan,-0.257781994,-0.3
1990,Feb,-0.779767112,-0.65
1990,Mar,-0.645515592,-0.62
1990,Apr,0.122918381,0.27
1990,May,-0.065710021,0.44
1990,Jun,0.013715108,0.44
1990,Jul,0.104531201,0.27
1990,Aug,0.10227186,0.11
1990,Sep,0.078733725,0.38
1990,Oct,-0.742901839,-0.69
1990,Nov,-1.343225523,-1.69
1990,Dec,-1.691640834,-2.23
1991,Jan,-1.361888756,-2.02
1991,Feb,-0.84334892,-1.19
1991,Mar,-0.684059956,-0.74
1991,Apr,-1.010531903,-1.01
1991,May,-1.102819542,-0.51
1991,Jun,-1.609504567,-1.47
1991,Jul,-1.005548853,-0.1
1991,Aug,-0.208819358,0.36
1991,Sep,0.663950325,0.65
1991,Oct,0.652185088,0.49
1991,Nov,0.719590855,0.42
1991,Dec,0.015254792,0.09
1992,Jan,0.330850817,0.05
1992,Feb,0.386107524,0.31
1992,Mar,0.399672868,0.67
1992,Apr,0.700454449,0.75
1992,May,1.158320015,1.54
1992,Jun,1.028685906,1.26
1992,Jul,1.26111212,1.9
1992,Aug,0.864408705,1.44
1992,Sep,0.443460676,0.83
1992,Oct,0.978483619,0.93
1992,Nov,1.134222007,0.93
1992,Dec,0.31035753,0.53
1993,Jan,-0.115598103,0.05
1993,Feb,0.178888923,0.19
1993,Mar,0.502667149,0.76
1993,Apr,1.153496607,1.21
1993,May,1.805527453,2.13
1993,Jun,1.932911692,2.34
1993,Jul,1.444130311,2.35
1993,Aug,1.965840129,2.69
1993,Sep,1.303451141,1.56
1993,Oct,1.239578959,1.41
1993,Nov,1.132010864,1.24
1993,Dec,0.749828811,1.07
1994,Jan,0.904807718,1.21
1994,Feb,0.661213623,0.59
1994,Mar,0.547355174,0.8
1994,Apr,0.764399116,1.05
1994,May,0.83656355,1.23
1994,Jun,0.423946536,0.46
1994,Jul,-0.352879452,0.06
1994,Aug,-0.275068824,-0.79
1994,Sep,-0.860660103,-1.36
1994,Oct,-0.581791519,-1.32
1994,Nov,-1.499812028,-1.96
1994,Dec,-1.745772164,-1.79
1995,Jan,-0.484068741,-0.49
1995,Feb,0.218456655,0.46
1995,Mar,0.629364935,0.75
1995,Apr,0.682321211,0.83
1995,May,0.998223696,1.46
1995,Jun,1.063602784,1.27
1995,Jul,1.194066461,1.71
1995,Aug,0.343174728,0.21
1995,Sep,1.515382979,1.16
1995,Oct,0.90951095,0.47
1995,Nov,0.187381442,-0.28
1995,Dec,0.401286554,0.16
1996,Jan,0.92335417,0.59
1996,Feb,0.941076587,0.75
1996,Mar,0.994803095,1.01
1996,Apr,1.321783519,1.46
1996,May,1.924761639,2.18
1996,Jun,1.094350952,1.1
1996,Jul,0.594757902,0.77
1996,Aug,-0.167597193,-0.14
1996,Sep,0.490236984,0.24
1996,Oct,0.605221623,-0.33
1996,Nov,0.467489773,0.09
1996,Dec,0.08958349,-0.03
1997,Jan,0.552757182,0.23
1997,Feb,0.528701342,0.28
1997,Mar,0.704216552,0.65
1997,Apr,0.970897116,1.05
1997,May,1.78276399,1.83
1997,Jun,2.517402583,2.76
1997,Jul,1.716836241,2.35
1997,Aug,2.432858814,2.79
1997,Sep,1.897121707,2.19
1997,Oct,1.79680755,1.61
1997,Nov,1.507000602,1.12
1997,Dec,1.098613288,0.67
1998,Jan,1.079416552,0.83
1998,Feb,1.594840038,1.56
1998,Mar,1.651797236,2.01
1998,Apr,0.809614827,1.27
1998,May,0.079527014,0.7
1998,Jun,-0.313968515,0.4
1998,Jul,-0.392941964,-0.04
1998,Aug,-0.07520376,-0.22
1998,Sep,-0.836858877,-1.21
1998,Oct,-1.421311256,-1.39
1998,Nov,-0.225009042,-0.52
1998,Dec,-0.413137807,-0.44
1999,Jan,-0.22389747,-0.32
1999,Feb,-0.395893501,-0.66
1999,Mar,-0.413749349,-0.33
1999,Apr,-1.057138206,-0.41
1999,May,-1.645160946,-0.68
1999,Jun,-1.667105904,-1.3
1999,Jul,-1.270198374,-0.66
1999,Aug,-1.22018861,-0.96
1999,Sep,-1.30759535,-1.53
1999,Oct,-1.657750419,-2.23
1999,Nov,-1.559324007,-2.05
1999,Dec,-1.406689558,-1.63
2000,Jan,-1.613154328,-2
2000,Feb,-0.823439366,-0.83
2000,Mar,-0.200574773,0.29
2000,Apr,-0.156085086,0.35
2000,May,-0.263778093,-0.05
2000,Jun,-0.020538178,-0.44
2000,Jul,-0.736968407,-0.66
2000,Aug,-1.015218922,-1.19
2000,Sep,-1.00970793,-1.24
2000,Oct,-1.002061517,-1.3
2000,Nov,-0.589125055,-0.53
2000,Dec,0.364876143,0.52
2001,Jan,0.899519088,0.6
2001,Feb,0.621080531,0.29
2001,Mar,0.395626848,0.45
2001,Apr,-0.383088832,-0.31
2001,May,-0.351030085,-0.3
2001,Jun,-0.601209387,-0.47
2001,Jul,-1.487358021,-1.31
2001,Aug,-1.036334595,-0.77
2001,Sep,-1.250620135,-1.37
2001,Oct,-1.158865793,-1.37
2001,Nov,-0.722196083,-1.26
2001,Dec,-0.648730746,-0.93
2002,Jan,-0.138484103,0.27
2002,Feb,-0.775944848,-0.64
2002,Mar,-0.523846353,-0.43
2002,Apr,-0.563768285,-0.32
2002,May,-0.746349209,-0.63
2002,Jun,-0.465430598,-0.35
2002,Jul,-0.12829827,-0.31
2002,Aug,0.517187661,0.6
2002,Sep,0.213505354,0.43
2002,Oct,0.294775761,0.42
2002,Nov,1.301743235,1.51
2002,Dec,1.768712547,2.1
2003,Jan,1.685690387,2.09
2003,Feb,1.531666278,1.75
2003,Mar,1.464858321,1.51
2003,Apr,0.812497673,1.18
2003,May,0.747942895,0.89
2003,Jun,0.168289562,0.68
2003,Jul,0.706239514,0.96
2003,Aug,1.02541023,0.88
2003,Sep,0.431199166,0.01
2003,Oct,1.209280903,0.83
2003,Nov,0.332798714,0.52
2003,Dec,-0.120676598,0.33
2004,Jan,-0.158398821,0.43
2004,Feb,0.167854675,0.48
2004,Mar,0.288725068,0.61
2004,Apr,0.40740048,0.57
2004,May,0.950655484,0.88
2004,Jun,0.397627393,0.04
2004,Jul,0.537685294,0.44
2004,Aug,0.686349868,0.85
2004,Sep,0.302200066,0.75
2004,Oct,-0.419137802,-0.11
2004,Nov,-0.86050492,-0.63
2004,Dec,-0.3679858,-0.17
2005,Jan,0.006949685,0.44
2005,Feb,0.295607933,0.81
2005,Mar,0.94577855,1.36
2005,Apr,0.597031664,1.03
2005,May,1.53316624,1.86
2005,Jun,1.099316998,1.17
2005,Jul,0.623281533,0.66
2005,Aug,0.367098272,0.25
2005,Sep,-0.405306299,-0.46
2005,Oct,-1.179258606,-1.32
2005,Nov,-1.224596008,-1.5
2005,Dec,-0.067282017,0.2
2006,Jan,0.575458134,1.03
2006,Feb,0.551975197,0.66
2006,Mar,-0.255298675,0.05
2006,Apr,-0.29070515,0.4
2006,May,-0.165207141,0.48
2006,Jun,0.26302412,1.04
2006,Jul,0.533322945,0.35
2006,Aug,-0.352550589,-0.65
2006,Sep,-0.924577649,-0.94
2006,Oct,-0.036662122,-0.05
2006,Nov,-0.364768845,-0.22
2006,Dec,-0.1289657,0.14
2007,Jan,-0.25454596,0.01
2007,Feb,-0.131559484,0.04
2007,Mar,-0.622904274,-0.36
2007,Apr,-0.167092897,0.16
2007,May,-0.04539791,-0.1
2007,Jun,0.295725777,0.09
2007,Jul,0.828289339,0.78
2007,Aug,0.606763977,0.5
2007,Sep,-0.330802338,-0.36
2007,Oct,-1.645660201,-1.45
2007,Nov,-0.972838194,-1.08
2007,Dec,-0.473210305,-0.58
2008,Jan,-1.019215476,-1
2008,Feb,-1.032835499,-0.77
2008,Mar,-0.76430106,-0.71
2008,Apr,-1.186829316,-1.52
2008,May,-1.09478157,-1.37
2008,Jun,-1.414801071,-1.34
2008,Jul,-1.23963097,-1.67
2008,Aug,-0.927487272,-1.7
2008,Sep,-0.955852038,-1.55
2008,Oct,-1.115756798,-1.76
2008,Nov,-1.055039354,-1.25
2008,Dec,-1.020630393,-0.87
2009,Jan,-1.487925577,-1.4
2009,Feb,-1.317414836,-1.55
2009,Mar,-1.521132,-1.59
2009,Apr,-1.724492817,-1.65
2009,May,-0.922555745,-0.88
2009,Jun,-0.524561213,-0.31
2009,Jul,-0.407593571,-0.53
2009,Aug,-0.061945953,0.09
2009,Sep,0.603438301,0.52
2009,Oct,0.308587097,0.27
2009,Nov,-0.544646633,-0.4
2009,Dec,-0.19997491,0.08
2010,Jan,0.215998789,0.83
2010,Feb,0.503852369,0.82
2010,Mar,0.2282014,0.44
2010,Apr,0.150334844,0.78
2010,May,0.046065644,0.62
2010,Jun,-0.448629407,-0.22
2010,Jul,-1.293374811,-1.05
2010,Aug,-1.310204553,-1.27
2010,Sep,-1.370053818,-1.61
2010,Oct,-0.697449586,-1.06
2010,Nov,-0.891966288,-0.82
2010,Dec,-1.332770638,-1.21
2011,Jan,-1.312221441,-0.92
2011,Feb,-0.959506881,-0.83
2011,Mar,-0.812548998,-0.69
2011,Apr,-0.723351148,-0.42
2011,May,-0.50273419,-0.37
2011,Jun,-0.888678251,-0.69
2011,Jul,-1.821476338,-1.86
2011,Aug,-1.873502859,-1.74
2011,Sep,-1.743212682,-1.79
2011,Oct,-1.228581511,-1.34
2011,Nov,-2.205234884,-2.33
2011,Dec,-1.884778033,-1.79
2012,Jan,-1.531076561,-1.38
2012,Feb,-1.072700357,-0.85
2012,Mar,-1.234640977,-1.05
2012,Apr,-0.717657022,-0.27
2012,May,-1.540366131,-1.26
2012,Jun,-1.246020619,-0.87
2012,Jul,-1.851519856,-1.52
2012,Aug,-1.923182777,-1.93
2012,Sep,-2.246739504,-2.21
2012,Oct,-0.815808057,-0.79
2012,Nov,-0.465671193,-0.59
2012,Dec,-1.225006287,-0.48
2013,Jan,-0.919844779,-0.13
2013,Feb,-1.003334231,-0.43
2013,Mar,-0.939269368,-0.63
2013,Apr,-0.487009861,-0.16
2013,May,-0.337583385,0.08
2013,Jun,-0.747629178,-0.78
2013,Jul,-0.685545848,-1.25
2013,Aug,-0.583078252,-1.04
2013,Sep,-0.313135333,-0.48
2013,Oct,-1.180780316,-0.87
2013,Nov,-0.800914061,-0.11
2013,Dec,-0.864066766,-0.41
2014,Jan,-0.465947588,0.3
2014,Feb,-0.218634007,0.38
2014,Mar,0.476127147,0.97
2014,Apr,0.648202309,1.13
2014,May,1.305246765,1.8
2014,Jun,0.058430528,0.82
2014,Jul,0.881794643,0.7
2014,Aug,1.029308681,0.67
2014,Sep,1.303509187,1.08
2014,Oct,1.690332592,1.49
2014,Nov,1.490909342,1.72
2014,Dec,1.88796733,2.51
2015,Jan,1.613083682,2.45
2015,Feb,1.632960795,2.3
2015,Mar,1.587779781,2
2015,Apr,1.232285399,1.44
2015,May,0.97362125,1.2
2015,Jun,1.209086244,1.54
2015,Jul,1.607553514,1.84
2015,Aug,1.251713717,1.56
2015,Sep,1.022002179,1.94
2015,Oct,0.9463548,1.47
2015,Nov,0.458630837,0.86
2015,Dec,0.597918108,1.01
2016,Jan,1.056020626,1.53
2016,Feb,1.601240211,1.75
2016,Mar,1.915062682,2.4
2016,Apr,2.079374111,2.62
2016,May,2.109231712,2.35
2016,Jun,1.407148765,2.03
2016,Jul,1.131495694,1.25
2016,Aug,0.301882911,0.52
2016,Sep,0.093096762,0.45
2016,Oct,0.387993223,0.56
2016,Nov,1.466776339,1.88
2016,Dec,1.045964915,1.17
2017,Jan,0.529935749,0.77
2017,Feb,0.533049771,0.7
2017,Mar,0.500683592,0.74
2017,Apr,0.911163629,1.12
2017,May,0.945905305,0.88
2017,Jun,0.842419162,0.79
2017,Jul,0.347195312,0.1
2017,Aug,0.298611892,0.09
2017,Sep,0.452774508,0.32
2017,Oct,-0.060518691,0.05
2017,Nov,-0.260774709,0.15
2017,Dec,0.167289293,0.5
2018,Jan,0.648779005,0.7
2018,Feb,0.256392455,0.37
2018,Mar,-0.101934211,-0.05
2018,Apr,-0.12805164,0.11
2018,May,0.219217387,0.11
2018,Jun,-0.05677938,-0.04
2018,Jul,0.414330038,0.11
2018,Aug,0.395373353,0.18
2018,Sep,0.322256284,0.09
2018,Oct,0.196995289,0.310550064
2018,Nov,0.059435236,0.165805141
2018,Dec,0.401907965,0.52616549
2019,Jan,0.168147741,0.280195786
2019,Feb,0.032120768,0.137064017
2019,Mar,0.480365193,0.608720601
2019,Apr,0.775155533,0.918908072
2019,May,1.05235498,1.210585863
2019,Jun,0.672643716,0.811041981
2019,Jul,1.154865565,1.318450657
