Sample,Date_Collection,Year,Collection,Boat,SPN,Observer,Cruise #,Haul,Latitude decimal degrees,Longitude decimal degrees,Depth (meter),Bottom Temp (C),CL_mm,Shell_Cond,Egg_Color,Egg_Cond,Clutch Full (ADFG) (0-no eggs; 1-trace to 1/8 full; 2-1/4 full; 3-1/2 full; 4-3/4 full; 5-100 full),Clutch_Size,Date_Sampled,Year,mL_eggs,Clutch Wet Weight,indv_egg wt_g,Fecundity,Egg Viability 1 (% viable),Egg Viability 2 (% viable),Relative_Fecundity,Comments
2395,5/31/2016,2016,Summer 16,Vesteraalen,,,,3,,,,,149,2,2,1,,6,10/12/2016,2016,172,,0.0001852,319568.5745,,,2144.755534,
2396,5/31/2016,2016,Summer 16,Vesteraalen,,,,3,,,,,126,2,2,1,,6,10/12/2016,2016,166,,0.0002188,104723.4918,,,831.1388236,
2397,5/31/2016,2016,Summer 16,Vesteraalen,,,,3,,,,,126,2,2,1,,6,10/12/2016,2016,140,,0.000197,259052.2843,,,2055.97051,
2398,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,126.6,2,2,1,,5,10/13/2016,2016,163,,0.0002156,271522.7273,,,2144.729283,
2399,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,137.2,2,2,1,,5,10/13/2016,2016,170,,0.0002274,266860.1583,,,1945.044886,
2400,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,117.3,2,2,1,,5,10/13/2016,2016,108,,0.0001996,190322.1443,,,1622.524674,
2401,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,108.6,2,2,1,,5,10/13/2016,2016,90,,0.0002424,143474.835,,,1321.131077,
2402,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,146.1,2,2,1,,5,10/14/2016,2016,167,,0.000212,275893.8679,,,1888.390609,
2403,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,156.9,2,2,1,,5,10/14/2016,2016,217,,0.0001996,389802.6052,,,2484.401563,
2404,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,106.7,2,2,1,,5,10/14/2016,2016,179,,0.000242,118304.5455,,,1108.758627,
2405,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,106.6,2,2,1,,5,10/17/2016,2016,86,,0.0002214,140084.9142,,,1314.117394,
2406,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,122.7,2,2,1,,5,10/17/2016,2016,135,,0.0002206,207291.0245,,,1689.413402,
2407,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,148.7,2,2,1,,5,10/17/2016,2016,150,,0.0002118,245936.2606,,,1653.908948,
2408,6/4/2016,2016,Summer 16,Alaska Knight,,,,23,,,,,150.3,2,2,1,,5,10/17/2016,2016,228,,0.0002172,392843.9227,,,2613.73202,
2409,6/3/2016,2016,Summer 16,Alaska Knight,,,,18,,,,,159.1,2,2,1,,5,10/18/2016,2016,190,,0.0002132,328121.4822,,,2062.360039,
2410,6/3/2016,2016,Summer 16,Alaska Knight,,,,17,,,,,108,2,2,1,,5,10/18/2016,2016,95,,0.0001894,190883.3157,,,1767.438109,
2411,6/3/2016,2016,Summer 16,Alaska Knight,,,,17,,,,,103.9,2,2,1,,5,10/18/2016,2016,90,,0.0002094,147135.6256,,,1416.127292,
2412,6/3/2016,2016,Summer 16,Alaska Knight,,,,17,,,,,150,2,2,1,,5,10/19/2016,2016,197,,0.0002024,347545.4545,,,2316.969697,
2413,6/3/2016,2016,Summer 16,Alaska Knight,,,,16,,,,,150,2,2,1,,5,10/19/2016,2016,201,,0.0002212,307068.264,,,2047.12176,
2414,6/3/2016,2016,Summer 16,Alaska Knight,,,,16,,,,,145.8,2,2,1,,5,10/19/2016,2016,224,,0.000227,344683.2599,,,2364.082715,
2415,6/3/2016,2016,Summer 16,Alaska Knight,,,,17,,,,,151.4,2,2,1,,5,10/20/2016,2016,229,,0.0002022,373728.9812,,,2468.487326,
2416,6/3/2016,2016,Summer 16,Alaska Knight,,,,17,,,,,150.3,2,2,1,,5,10/20/2016,2016,199,,0.0002208,307173.0072,,,2043.732583,
2417,6/3/2016,2016,Summer 16,Alaska Knight,,,,17,,,,,131.8,2,2,1,,5,10/20/2016,2016,125,,0.000224,213002.2321,,,1616.101913,
2418,6/3/2016,2016,Summer 16,Alaska Knight,,,,17,,,,,108.7,2,2,1,,5,10/20/2016,2016,94,,0.00021,160589.5238,,,1477.364524,
2419,6/5/2016,2016,Summer 16,Alaska Knight,,,,25,,,,,114.7,2,2,1,,5,10/21/2016,2016,102,,0.0002052,196756.8226,,,1715.403859,
2420,6/5/2016,2016,Summer 16,Alaska Knight,,,,25,,,,,124.1,2,2,1,,5,10/21/2016,2016,121,,0.000194,242331.4433,,,1952.711066,
2421,6/5/2016,2016,Summer 16,Alaska Knight,,,,25,,,,,152.7,2,2,1,,5,10/21/2016,2016,215,,0.0002084,359340.2111,,,2353.243033,
2422,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,108.6,2,2,1,,5,10/24/2016,2016,88,,0.0002108,155634.2505,,,1433.096229,
2423,6/5/2016,2016,Summer 16,Alaska Knight,,,,25,,,,,147.7,2,2,1,,5,10/24/2016,2016,188,,0.0002012,371033.7972,,,2512.077165,
2424,6/5/2016,2016,Summer 16,Alaska Knight,,,,25,,,,,127.2,2,2,1,,5,10/24/2016,2016,151,,0.0001972,312501.0142,,,2456.76898,
2425,6/5/2016,2016,Summer 16,Alaska Knight,,,,25,,,,,132.2,2,2,1,,5,10/24/2016,2016,166,,0.0002154,287603.9926,,,2175.52188,
2426,6/5/2016,2016,Summer 16,Alaska Knight,,,,25,,,,,137.3,2,2,1,,5,10/27/2016,2016,161,,0.0002128,260606.6729,,,1898.082104,
2427,6/5/2016,2016,Summer 16,Alaska Knight,,,,25,,,,,146.6,2,2,1,,5,10/27/2016,2016,160,,0.0002028,266583.8264,,,1818.443564,
2428,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,145.7,2,2,1,,5,10/27/2016,2016,190,,0.000211,333503.7915,,,2288.975919,
2429,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,112.1,2,2,1,,5,10/27/2016,2016,109,,0.000194,196051.5464,,,1748.898719,
2430,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,121.7,2,2,1,,5,10/28/2016,2016,105,,0.000192,249451.5625,,,2049.725247,
2431,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,96.3,2,2,1,,5,10/28/2016,2016,95,,0.0002184,127241.3004,,,1321.301146,
2432,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,101.4,2,2,1,,5,10/31/2016,2016,55,,0.000209,99442.10526,,,980.6913734,
2433,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,112.5,2,2,1,,5,10/31/2016,2016,94,,0.0002134,155622.3055,,,1383.309382,
2434,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,130.7,2,2,1,,5,10/31/2016,2016,154,,0.0002122,276088.5957,,,2112.384053,
2436,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,103.9,2,2,1,,5,11/1/2016,2016,83,,0.0002184,130467.033,,,1255.698104,
2437,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,117.6,2,2,1,,5,11/1/2016,2016,119,,0.0002134,189713.6832,,,1613.211592,
2438,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,123.6,2,2,1,,5,11/1/2016,2016,134,,0.0002132,219830.2064,,,1778.56154,
2439,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,109,2,2,1,,5,11/1/2016,2016,102,,0.0002198,184722.02,,,1694.697431,
2440,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,105.8,2,2,1,,5,11/1/2016,2016,93,,0.0002212,151559.6745,,,1432.511101,
2441,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,104.6,2,2,1,,5,11/1/2016,2016,76,,0.000226,126131.4159,,,1205.845277,
2442,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,147,2,2,1,,5,11/1/2016,2016,174,,0.0001894,315354.2767,,,2145.267188,
2443,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,145.4,2,2,1,,5,11/1/2016,2016,172,,0.0002022,265833.3333,,,1828.289775,
2444,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,108.7,2,2,1,,5,11/1/2016,2016,95,,0.0001994,168993.9819,,,1554.682447,
2445,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,147.5,2,2,1,,5,11/1/2016,2016,197,,0.0002076,318151.2524,,,2156.957643,
2446,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,150.8,2,2,1,,5,11/1/2016,2016,217,,0.0002092,344095.6023,,,2281.801076,
2447,6/4/2016,2016,Summer 16,Alaska Knight,,,,24,,,,,151.8,2,2,1,,5,11/1/2016,2016,212,,0.000217,310312.9032,,,2044.222024,
